rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,associated_companies,number_of_companies
1434,2100,Real Estate,Jane Goldman,67.0,United States,New York,Real estate,Real Estate,United States,,False,D,F,7/29/1955 0:00,Goldman,Jane,Heir & Major Shareholder,4/4/2023 5:01,New York,Northeast,1955.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
1434,2100,Fashion & Retail,Stein Erik Hagen,66.0,Norway,Oslo,Consumer goods,Fashion & Retail,Norway,,True,D,M,7/22/1956 0:00,Hagen,Stein Erik,Founder & Entrepreneur,4/4/2023 5:01,,,1956.0,7.0,22.0,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946,Consumer goods,1
1434,2100,Real Estate,Bahaa Hariri,56.0,Switzerland,Geneva,"Real estate, investments",Real Estate,Lebanon,,False,E,M,4/26/1966 0:00,Hariri,Bahaa,Heir & Major Shareholder & estate,4/4/2023 5:01,,,1966.0,4.0,26.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,"Real estate, investments",2
1434,2100,Fashion & Retail,Hortensia Herrero,72.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,False,D,F,5/20/1950 0:00,Herrero,Hortensia,Heir & Major Shareholder,4/4/2023 5:01,,,1950.0,5.0,20.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,Supermarkets,1
1434,2100,Diversified,Douglas Hsu,80.0,Taiwan,Taipei,Diversified,Diversified,Taiwan,,False,D,M,8/24/1942 0:00,Hsu,Douglas,Heir & Major Shareholder,4/4/2023 5:01,,,1942.0,8.0,24.0,,,,,,,,,,,,Diversified,10
1434,2100,Manufacturing,Huang Min,49.0,China,Suzhou,Machinery,Manufacturing,China,,True,U,M,7/1/1973 0:00,Huang,Min,Founder & Entrepreneur,4/4/2023 5:01,,,1973.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Machinery,1
1434,2100,Technology,Jared Isaacman,40.0,United States,Easton,Payment processing,Technology,United States,,True,U,M,2/11/1983 0:00,Isaacman,Jared,Founder & Entrepreneur,4/4/2023 5:01,Pennsylvania,Northeast,1983.0,2.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Payment processing,1
1434,2100,Technology,Eugene Kaspersky,57.0,Russia,Moscow,Software,Technology,Russia,,True,U,M,10/4/1965 0:00,Kaspersky,Eugene,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,10.0,4.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Software,1
1434,2100,Fashion & Retail,Artem Khachatryan,48.0,Cyprus,Limassol,Retail,Fashion & Retail,Russia,,True,R,M,1/3/1975 0:00,Khachatryan,Artem,Founder & Entrepreneur,4/4/2023 5:01,,,1975.0,1.0,3.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,Retail,1
1434,2100,Food & Beverage,Andrei Krivenko,47.0,Russia,Moscow,Retail,Food & Beverage,Russia,,True,N,M,7/25/1975 0:00,Krivenko,Andrei,Founder & Entrepreneur,4/4/2023 5:01,,,1975.0,7.0,25.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Retail,1
1434,2100,Real Estate,Thomas Kwok,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,M,10/6/1951 0:00,Kwok,Thomas,Heir & Major Shareholder,4/4/2023 5:01,,,1951.0,10.0,6.0,,,,,,,,,,,,Real estate,1
1434,2100,Manufacturing,Lam Wai-ying,,Hong Kong,Hong Kong,Smartphone screens,Manufacturing,Hong Kong,Biel Crystal,True,D,F,,Lam,Wai-ying,Chairman,4/4/2023 5:01,,,,,,,,,,,,,,,,,"Biel Crystal, Smartphone screens",2
1434,2100,Finance & Investments,Marc Lasry,62.0,United States,New York,Hedge funds,Finance & Investments,United States,Avenue Capital Group,True,U,M,9/23/1960 0:00,Lasry,Marc,Founder,4/4/2023 5:01,New York,Northeast,1960.0,9.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Avenue Capital Group, Hedge funds",2
1434,2100,Finance & Investments,Christian Latouche & family,82.0,France,Lyon,Accounting services,Finance & Investments,France,,True,D,M,7/18/1940 0:00,Latouche,Christian,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1940.0,7.0,18.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,Accounting services,1
1434,2100,Sports,Theodore Leonsis,67.0,United States,Bethesda,Sports teams,Sports,United States,,True,U,M,1/8/1956 0:00,Leonsis,Theodore,Founder & Entrepreneur,4/4/2023 5:01,Maryland,South,1956.0,1.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Sports teams,1
1434,2100,Real Estate,Lin Chang Su-O,82.0,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,False,D,F,8/1/1940 4:00,Lin,Chang Su-O,Heir & Major Shareholder,4/4/2023 9:01,,,1940.0,8.0,1.0,,,,,,,,,,,,Real estate,1
1434,2100,Manufacturing,Liu Chengyu & family,60.0,China,Shenzhen,Power supply equipment,Manufacturing,China,,True,U,M,7/26/1962 0:00,Liu,Chengyu,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1962.0,7.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Power supply equipment,1
1434,2100,Fashion & Retail,Sergey Lomakin,49.0,Cyprus,Paphos,Retail,Fashion & Retail,Russia,,True,R,M,5/23/1973 0:00,Lomakin,Sergey,Founder & Entrepreneur,4/4/2023 5:01,,,1973.0,5.0,23.0,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575.0,35.126413,33.429859,Retail,1
1434,2100,Food & Beverage,Daniel Lubetzky,54.0,United States,New York,Snack bars,Food & Beverage,United States,,True,D,M,9/28/1968 0:00,Lubetzky,Daniel,Founder & Entrepreneur,4/4/2023 5:01,New York,Northeast,1968.0,9.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Snack bars,1
1434,2100,Technology,Melissa Ma,,China,Beijing,Internet search,Technology,China,,True,U,F,,Ma,Melissa,Founder & Entrepreneur,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Internet search,1
1434,2100,Diversified,Anand Mahindra,67.0,India,Mumbai,Diversified,Diversified,India,,False,U,M,5/1/1955 0:00,Mahindra,Anand,Heir & Major Shareholder,4/4/2023 5:01,,,1955.0,5.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Diversified,10
1434,2100,Fashion & Retail,Rafique Malik,72.0,India,Mumbai,Footwear,Fashion & Retail,India,,False,U,M,10/31/1950 0:00,Malik,Rafique,Heir & Major Shareholder,4/4/2023 5:01,,,1950.0,10.0,31.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Footwear,1
1434,2100,Diversified,Katarina Martinson,41.0,Sweden,Stockholm,Investments,Diversified,Sweden,,False,U,F,5/4/1981 0:00,Martinson,Katarina,Heir & Major Shareholder,4/4/2023 5:01,,,1981.0,5.0,4.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Investments,1
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70.0,India,Bangalore,Biopharmaceuticals,Healthcare,India,Biocon,True,D,F,3/23/1953 0:00,Mazumdar-Shaw,Kiran,Founder & Lead Investor,4/4/2023 5:01,,,1953.0,3.0,23.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,"Biocon, Biopharmaceuticals",2
1434,2100,Automotive,Nirmal Minda,65.0,India,Gurgaon,Auto parts,Automotive,India,,False,D,M,11/7/1957 0:00,Minda,Nirmal,Heir & Major Shareholder,4/4/2023 5:01,,,1957.0,11.0,7.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Auto parts,1
1434,2100,Technology,Mu Rongjun,43.0,China,Beijing,E-commerce,Technology,China,,True,D,M,1/1/1980 0:00,Mu,Rongjun,Founder & Entrepreneur,4/4/2023 5:01,,,1980.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,E-commerce,1
1434,2100,Manufacturing,Eugene Murtagh,80.0,Ireland,Kingscourt,Building materials,Manufacturing,Ireland,,True,D,M,6/23/1942 0:00,Murtagh,Eugene,Founder & Entrepreneur,4/4/2023 5:01,,,1942.0,6.0,23.0,,,,,,,,,,,,Building materials,1
1434,2100,Finance & Investments,Alexander Nesis,60.0,Russia,Moscow,"Metals, banking, fertilizers",Finance & Investments,Russia,,True,U,M,12/19/1962 0:00,Nesis,Alexander,Founder & Entrepreneur & Metals & banking,4/4/2023 5:01,,,1962.0,12.0,19.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,"Metals, banking, fertilizers",3
1434,2100,Manufacturing,Zugen Ni,66.0,China,Suzhou,Appliances,Manufacturing,China,,True,U,M,1/18/1957 0:00,Ni,Zugen,Founder & Entrepreneur,4/4/2023 5:01,,,1957.0,1.0,18.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Appliances,1
1434,2100,Construction & Engineering,Florentino Perez,76.0,Spain,Madrid,Construction,Construction & Engineering,Spain,,True,U,M,3/8/1947 0:00,Perez,Florentino,Founder & Entrepreneur,4/4/2023 5:01,,,1947.0,3.0,8.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,Construction,1
1434,2100,Metals & Mining,Victor Pinchuk,62.0,Ukraine,Kiev,"Steel pipes, diversified",Metals & Mining,Ukraine,,True,U,M,12/14/1960 0:00,Pinchuk,Victor,Founder & Entrepreneur & pipes,4/4/2023 5:01,,,1960.0,12.0,14.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,"Steel pipes, diversified",10
1434,2100,Technology,Leonid Radvinsky,40.0,United States,,E-commerce,Technology,United States,,True,U,M,5/30/1982 0:00,Radvinsky,Leonid,Founder & Entrepreneur,4/4/2023 5:01,Florida,South,1982.0,5.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,E-commerce,1
1434,2100,Technology,Raveendran Byju,41.0,India,Bangalore,Education technology,Technology,India,,True,D,M,7/6/1981 0:00,Raveendran,Byju,Founder & Entrepreneur,4/4/2023 5:01,,,1981.0,7.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Education technology,1
1434,2100,Construction & Engineering,P.P. Reddy,65.0,India,Hyderabad,Infrastructure,Construction & Engineering,India,,True,U,M,8/30/1957 0:00,Reddy,P.P.,Founder & Entrepreneur,4/4/2023 5:01,,,1957.0,8.0,30.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Infrastructure,1
1434,2100,Fashion & Retail,Richard Saghian,41.0,United States,Los Angeles,Fast fashion,Fashion & Retail,United States,,True,U,M,8/6/1981 0:00,Saghian,Richard,Founder & Entrepreneur,4/4/2023 5:01,California,West,1981.0,8.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Fast fashion,1
1434,2100,Healthcare,Shi Yifeng,49.0,China,Beijing,Medical cosmetics,Healthcare,China,,True,U,M,1/1/1974 0:00,Shi,Yifeng,Founder & Entrepreneur,4/4/2023 5:01,,,1974.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Medical cosmetics,1
1434,2100,Finance & Investments,Thaksin Shinawatra,73.0,United Arab Emirates,Dubai,Investments,Finance & Investments,Thailand,,True,U,M,7/26/1949 0:00,Shinawatra,Thaksin,Founder & Entrepreneur,4/4/2023 5:01,,,1949.0,7.0,26.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,Investments,1
1434,2100,Food & Beverage,Shu Ping,53.0,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,,True,U,F,,Shu,Ping,Founder & Entrepreneur,4/4/2023 5:01,,,,,,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Restaurants,1
1434,2100,Healthcare,Timothy Springer,75.0,United States,Chestnut Hill,Biotech,Healthcare,United States,,True,E,M,2/23/1948 0:00,Springer,Timothy,Founder & Entrepreneur,4/4/2023 5:01,Massachusetts,Northeast,1948.0,2.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Biotech,1
1434,2100,Automotive,Venu Srinivasan,70.0,India,Chennai,Two-wheelers,Automotive,India,,False,U,M,12/11/1952 0:00,Srinivasan,Venu,Heir & Major Shareholder,4/4/2023 5:01,,,1952.0,12.0,11.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Two-wheelers,1
1434,2100,Fashion & Retail,Edward Stack,68.0,United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,United States,Dick's Sporting Goods,True,U,M,12/27/1954 0:00,Stack,Edward,Chairman and CEO,4/4/2023 5:01,Pennsylvania,Northeast,1954.0,12.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Dick's Sporting Goods,1
1434,2100,Food & Beverage,Sun Mengquan & family,73.0,China,Yantai,Edible oil,Food & Beverage,China,,True,D,M,3/1/1950 0:00,Sun,Mengquan,Controlling Shareholder & oil (Family Estate),4/4/2023 5:01,,,1950.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Edible oil,1
1434,2100,Finance & Investments,Alexander Svetakov,55.0,Russia,Moscow,Real estate,Finance & Investments,Russia,,True,D,M,2/15/1968 0:00,Svetakov,Alexander,Founder & Entrepreneur,4/4/2023 5:01,,,1968.0,2.0,15.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Real estate,1
1434,2100,Fashion & Retail,Torsten Toeller,56.0,Germany,Krefeld,Pet food,Fashion & Retail,Germany,,True,D,M,4/6/1966 0:00,Toeller,Torsten,Founder & Entrepreneur & Pet,4/4/2023 5:01,,,1966.0,4.0,6.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Pet food,1
1434,2100,Food & Beverage,Barbara Tyson,74.0,United States,Fayetteville,Food processing,Food & Beverage,United States,,False,N,F,3/6/1949 0:00,Tyson,Barbara,Heir & Major Shareholder,4/4/2023 5:01,Arkansas,South,1949.0,3.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Food processing,1
1434,2100,Food & Beverage,Hamdi Ulukaya,50.0,United States,Norwich,Greek yogurt,Food & Beverage,Turkey,Chobani,True,D,M,10/26/1972 0:00,Ulukaya,Hamdi,Founder and CEO,4/4/2023 5:01,New York,Northeast,1972.0,10.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Chobani, Greek yogurt",2
1434,2100,Construction & Engineering,Wang Linpeng,54.0,China,Beijing,Furniture retailing,Construction & Engineering,China,,True,D,M,5/1/1968 0:00,Wang,Linpeng,Founder & Entrepreneur,4/4/2023 5:01,,,1968.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Furniture retailing,1
1434,2100,Food & Beverage,Wei Ing-Chou,69.0,China,Tianjin,"Food, beverages",Food & Beverage,Taiwan,,True,U,M,7/1/1953 0:00,Wei,Ing-Chou,Founder & Entrepreneur & Food,4/4/2023 5:01,,,1953.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,"Food, beverages",2
1434,2100,Food & Beverage,Wei Yin-Chun,66.0,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,,True,U,M,3/8/1957 0:00,Wei,Yin-Chun,Founder & Entrepreneur & Food,4/4/2023 5:01,,,1957.0,3.0,8.0,,,,,,,,,,,,"Food, beverages",2
1434,2100,Food & Beverage,Wei Yin-Heng,64.0,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,,True,U,M,1/1/1959 0:00,Wei,Yin-Heng,Founder & Entrepreneur & Food,4/4/2023 5:01,,,1959.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,"Food, beverages",2
1434,2100,Food & Beverage,Wei Ying-Chiao,68.0,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,,True,U,M,2/4/1955 0:00,Wei,Ying-Chiao,Founder & Entrepreneur & Food,4/4/2023 5:01,,,1955.0,2.0,4.0,,,,,,,,,,,,"Food, beverages",2
1434,2100,Gambling & Casinos,Elaine Wynn,80.0,United States,Las Vegas,"Casinos, hotels",Gambling & Casinos,United States,"Wynn Las Vegas, LLC",True,U,F,4/28/1942 0:00,Wynn,Elaine,Founder & Lead Investor & Casinos,4/4/2023 5:01,Nevada,West,1942.0,4.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,"Casinos, Wynn Las Vegas, LLC, hotels",3
1434,2100,Automotive,Xu Xudong & family,53.0,China,Ningbo,Auto parts,Automotive,China,,True,U,M,3/1/1970 0:00,Xu,Xudong,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1970.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Auto parts,1
1434,2100,Fashion & Retail,Michael Ying,73.0,Hong Kong,Hong Kong,Retail,Fashion & Retail,Hong Kong,,True,U,M,12/1/1949 0:00,Ying,Michael,Founder & Entrepreneur,4/4/2023 5:01,,,1949.0,12.0,1.0,,,,,,,,,,,,Retail,1
1434,2100,Manufacturing,Yu Qibing & family,57.0,China,Ningbo,Glass,Manufacturing,China,,True,D,M,11/1/1965 0:00,Yu,Qibing,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1965.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Glass,1
1434,2100,Manufacturing,Yuan Fugen & family,72.0,China,Suzhou,Metal processing,Manufacturing,China,,True,U,M,11/15/1950 0:00,Yuan,Fugen,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1950.0,11.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Metal processing,1
1434,2100,Manufacturing,Zhang Ning & family,49.0,China,Shanghai,Chemicals,Manufacturing,Canada,,True,D,F,4/1/1974 0:00,Zhang,Ning,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1974.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Chemicals,1
1434,2100,Healthcare,Zhao Tao,57.0,China,Xi'an,Pharmaceuticals,Healthcare,Singapore,,False,D,M,1/1/1966 0:00,Zhao,Tao,Heir & Major Shareholder,4/4/2023 5:01,,,1966.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Pharmaceuticals,1
1516,2000,Construction & Engineering,Anu Aga,80.0,India,Pune,Engineering,Construction & Engineering,India,,False,U,F,8/1/1942 0:00,Aga,Anu,Heir & Major Shareholder,4/4/2023 5:01,,,1942.0,8.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Engineering,1
1516,2000,Fashion & Retail,Mohamed Al Fayed,94.0,United Kingdom,London,"Retail, investments",Fashion & Retail,Egypt,,True,D,M,1/27/1929 0:00,Al Fayed,Mohamed,Founder & Entrepreneur,4/4/2023 5:01,,,1929.0,1.0,27.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,"Retail, investments",2
1516,2000,Technology,Andrey Andreev,49.0,United Kingdom,London,Online dating,Technology,United Kingdom,,True,E,M,2/3/1974 0:00,Andreev,Andrey,Founder & Entrepreneur,4/4/2023 5:01,,,1974.0,2.0,3.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Online dating,1
1516,2000,Finance & Investments,Michael Ashcroft,77.0,Turks and Caicos Islands,Turks and Caicos Islands,Security,Finance & Investments,United Kingdom,,True,D,M,1/1/1946 0:00,Ashcroft,Michael,Founder & Entrepreneur,4/4/2023 5:01,,,1946.0,1.0,1.0,,,,,,,,,,,,Security,1
1516,2000,Technology,Pavel Baudis,62.0,Czech Republic,Prague,Software,Technology,Czech Republic,,True,D,M,5/15/1960 0:00,Baudis,Pavel,Founder & Entrepreneur,4/4/2023 5:01,,,1960.0,5.0,15.0,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,Software,1
1516,2000,Healthcare,Wilhelm Beier & family,66.0,Germany,,Pharmaceuticals,Healthcare,Germany,,True,D,M,4/21/1956 0:00,Beier,Wilhelm,Controlling Shareholder & (Family Estate),4/4/2023 5:01,,,1956.0,4.0,21.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Pharmaceuticals,1
1516,2000,Manufacturing,Cao Jianwei,44.0,China,Shangyu,Semiconductors,Manufacturing,China,,True,E,M,5/30/1978 0:00,Cao,Jianwei,Founder & Entrepreneur,4/4/2023 5:01,,,1978.0,5.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Semiconductors,1
1516,2000,Manufacturing,Huwen Chen,52.0,China,Shanghai,Stationery,Manufacturing,China,,True,D,M,7/1/1970 0:00,Chen,Huwen,Founder & Entrepreneur,4/4/2023 5:01,,,1970.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Stationery,1
1516,2000,Diversified,Phongthep Chiaravanont,71.0,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,U,M,1/1/1952 0:00,Chiaravanont,Phongthep,Heir & Major Shareholder,4/4/2023 5:01,,,1952.0,1.0,1.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Diversified,10
1516,2000,Diversified,Dou Zhenggang,69.0,China,Hangzhou,"Energy, chemicals",Diversified,China,,True,D,M,5/21/1953 0:00,Dou,Zhenggang,Founder & Entrepreneur & Energy,4/4/2023 5:01,,,1953.0,5.0,21.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,"Energy, chemicals",2
1516,2000,Food & Beverage,Maria Franca Fissolo,88.0,Monaco,Monaco,"Nutella, chocolates",Food & Beverage,Italy,,False,E,F,1/1/1935 0:00,Fissolo,Maria Franca,Heir & Major Shareholder & Nutella,4/4/2023 5:01,,,1935.0,1.0,1.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,"Nutella, chocolates",2
1516,2000,Diversified,William Franke,85.0,United States,Houston,Low-cost airlines,Diversified,United States,,True,D,M,4/15/1937 0:00,Franke,William,Founder & Entrepreneur,4/4/2023 5:01,Texas,South,1937.0,4.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Low-cost airlines,1
1516,2000,Healthcare,Mario Germano Giuliani,51.0,Monaco,Monaco,Pharmaceuticals,Healthcare,Switzerland,,False,D,M,2/26/1972 0:00,Giuliani,Mario Germano,Heir & Major Shareholder,4/4/2023 5:01,,,1972.0,2.0,26.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,Pharmaceuticals,1
1516,2000,Real Estate,Amy Goldman Fowler,68.0,United States,Rhinebeck,Real estate,Real Estate,United States,,False,D,F,4/19/1954 0:00,Goldman Fowler,Amy,Heir & Major Shareholder,4/4/2023 5:01,New York,Northeast,1954.0,4.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Real estate,1
1516,2000,Metals & Mining,John Hancock,47.0,United Kingdom,London,Mining,Metals & Mining,Australia,,False,D,M,1/2/1976 0:00,Hancock,John,Heir & Major Shareholder,4/4/2023 5:01,,,1976.0,1.0,2.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Mining,1
1516,2000,Technology,Hu Yangzhong,58.0,China,Hangzhou,Technology,Technology,China,,True,D,M,3/6/1965 0:00,Hu,Yangzhong,Founder & Entrepreneur,4/4/2023 5:01,,,1965.0,3.0,6.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Technology,1
1516,2000,Manufacturing,Huang Dawen,62.0,Hong Kong,Hong Kong,Silicon,Manufacturing,Hong Kong,,True,D,M,11/1/1960 0:00,Huang,Dawen,Founder & Entrepreneur,4/4/2023 5:01,,,1960.0,11.0,1.0,,,,,,,,,,,,Silicon,1
